orderid,productid,unitprice,quantity,discount,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax,productname,supplierid,categoryid,quantityperunit,unitsinstock,unitsonorder,reorderlevel,discontinued,categoryname,description,picture,ca,order_month,order_year
10606,62,49.3,10,0.2,TRADH,4,1997-07-22,1997-08-19 00:00:00.000,1997-07-31 00:00:00.000,3,79.4,Tradiçao Hipermercados,Av. Inês de Castro 414,Sao Paulo,SP,05634-030,Brazil,Tradição Hipermercados,Anabela Domingues,Sales Representative,Av. Inês de Castro 414,Sao Paulo,SP,05634-030,Brazil,(11) 555-2167,(11) 555-2168,Tarte au sucre,29,3,48 pies,17,0,0,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,394.40000000000003,1997-07,1997
10607,7,30.0,45,0.0,SAVEA,5,1997-07-22,1997-08-19 00:00:00.000,1997-07-25 00:00:00.000,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Uncle Bob's Organic Dried Pears,3,7,12 - 1 lb pkgs.,15,0,10,0,Produce,Dried fruit and bean curd,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,1350.0,1997-07,1997
10607,17,39.0,100,0.0,SAVEA,5,1997-07-22,1997-08-19 00:00:00.000,1997-07-25 00:00:00.000,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Alice Mutton,7,6,20 - 1 kg tins,0,0,0,1,Meat/Poultry,Prepared meats,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,3900.0,1997-07,1997
10607,33,2.5,14,0.0,SAVEA,5,1997-07-22,1997-08-19 00:00:00.000,1997-07-25 00:00:00.000,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Geitost,15,4,500 g,112,0,20,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,35.0,1997-07,1997
10607,40,18.4,42,0.0,SAVEA,5,1997-07-22,1997-08-19 00:00:00.000,1997-07-25 00:00:00.000,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Boston Crab Meat,19,8,24 - 4 oz tins,123,0,30,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,772.8,1997-07,1997
10607,72,34.8,12,0.0,SAVEA,5,1997-07-22,1997-08-19 00:00:00.000,1997-07-25 00:00:00.000,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,14,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,417.59999999999997,1997-07,1997
10608,56,38.0,28,0.0,TOMSP,4,1997-07-23,1997-08-20 00:00:00.000,1997-08-01 00:00:00.000,2,27.79,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Toms Spezialitäten,Karin Josephs,Marketing Manager,Luisenstr. 48,Münster,,44087,Germany,0251-031259,0251-035695,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,21,10,30,0,Grains/Cereals,Breads crackers pasta and cereal,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,1064.0,1997-07,1997
10609,1,18.0,3,0.0,DUMON,7,1997-07-24,1997-08-21 00:00:00.000,1997-07-30 00:00:00.000,2,1.85,Du monde entier,67 rue des Cinquante Otages,Nantes,,44000,France,Du monde entier,Janine Labrune,Owner,67 rue des Cinquante Otages,Nantes,,44000,France,40.67.88.88,40.67.89.89,Chai,1,1,10 boxes x 20 bags,39,0,10,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,54.0,1997-07,1997
10609,10,31.0,10,0.0,DUMON,7,1997-07-24,1997-08-21 00:00:00.000,1997-07-30 00:00:00.000,2,1.85,Du monde entier,67 rue des Cinquante Otages,Nantes,,44000,France,Du monde entier,Janine Labrune,Owner,67 rue des Cinquante Otages,Nantes,,44000,France,40.67.88.88,40.67.89.89,Ikura,4,8,12 - 200 ml jars,31,0,0,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,310.0,1997-07,1997
10609,21,10.0,6,0.0,DUMON,7,1997-07-24,1997-08-21 00:00:00.000,1997-07-30 00:00:00.000,2,1.85,Du monde entier,67 rue des Cinquante Otages,Nantes,,44000,France,Du monde entier,Janine Labrune,Owner,67 rue des Cinquante Otages,Nantes,,44000,France,40.67.88.88,40.67.89.89,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,3,40,5,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,60.0,1997-07,1997
10610,36,19.0,21,0.25,LAMAI,8,1997-07-25,1997-08-22 00:00:00.000,1997-08-06 00:00:00.000,1,26.78,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11,Inlagd Sill,17,8,24 - 250 g  jars,112,0,20,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,299.25,1997-07,1997
10611,1,18.0,6,0.0,WOLZA,6,1997-07-25,1997-08-22 00:00:00.000,1997-08-01 00:00:00.000,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,ul. Filtrowa 68,Warszawa,,01-012,Poland,(26) 642-7012,(26) 642-7012,Chai,1,1,10 boxes x 20 bags,39,0,10,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,108.0,1997-07,1997
10611,2,19.0,10,0.0,WOLZA,6,1997-07-25,1997-08-22 00:00:00.000,1997-08-01 00:00:00.000,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,ul. Filtrowa 68,Warszawa,,01-012,Poland,(26) 642-7012,(26) 642-7012,Chang,1,1,24 - 12 oz bottles,17,40,25,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,190.0,1997-07,1997
10611,60,34.0,15,0.0,WOLZA,6,1997-07-25,1997-08-22 00:00:00.000,1997-08-01 00:00:00.000,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,ul. Filtrowa 68,Warszawa,,01-012,Poland,(26) 642-7012,(26) 642-7012,Camembert Pierrot,28,4,15 - 300 g rounds,19,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,510.0,1997-07,1997
10612,10,31.0,70,0.0,SAVEA,1,1997-07-28,1997-08-25 00:00:00.000,1997-08-01 00:00:00.000,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Ikura,4,8,12 - 200 ml jars,31,0,0,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,2170.0,1997-07,1997
10612,36,19.0,55,0.0,SAVEA,1,1997-07-28,1997-08-25 00:00:00.000,1997-08-01 00:00:00.000,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Inlagd Sill,17,8,24 - 250 g  jars,112,0,20,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,1045.0,1997-07,1997
10612,49,20.0,18,0.0,SAVEA,1,1997-07-28,1997-08-25 00:00:00.000,1997-08-01 00:00:00.000,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Maxilaku,23,3,24 - 50 g pkgs.,10,60,15,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,360.0,1997-07,1997
10612,60,34.0,40,0.0,SAVEA,1,1997-07-28,1997-08-25 00:00:00.000,1997-08-01 00:00:00.000,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Camembert Pierrot,28,4,15 - 300 g rounds,19,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,1360.0,1997-07,1997
10612,76,18.0,80,0.0,SAVEA,1,1997-07-28,1997-08-25 00:00:00.000,1997-08-01 00:00:00.000,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Lakkalikööri,23,1,500 ml,57,0,20,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,1440.0,1997-07,1997
10613,13,6.0,8,0.1,HILAA,4,1997-07-29,1997-08-26 00:00:00.000,1997-08-01 00:00:00.000,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILARION-Abastos,Carlos Hernández,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,(5) 555-1340,(5) 555-1948,Konbu,6,8,2 kg box,24,0,5,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,43.2,1997-07,1997
10613,75,7.75,40,0.0,HILAA,4,1997-07-29,1997-08-26 00:00:00.000,1997-08-01 00:00:00.000,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILARION-Abastos,Carlos Hernández,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,(5) 555-1340,(5) 555-1948,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,125,0,25,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,310.0,1997-07,1997
10614,11,21.0,14,0.0,BLAUS,8,1997-07-29,1997-08-26 00:00:00.000,1997-08-01 00:00:00.000,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Blauer See Delikatessen,Hanna Moos,Sales Representative,Forsterstr. 57,Mannheim,,68306,Germany,0621-08460,0621-08924,Queso Cabrales,5,4,1 kg pkg.,22,30,30,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,294.0,1997-07,1997
10614,21,10.0,8,0.0,BLAUS,8,1997-07-29,1997-08-26 00:00:00.000,1997-08-01 00:00:00.000,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Blauer See Delikatessen,Hanna Moos,Sales Representative,Forsterstr. 57,Mannheim,,68306,Germany,0621-08460,0621-08924,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,3,40,5,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,80.0,1997-07,1997
10614,39,18.0,5,0.0,BLAUS,8,1997-07-29,1997-08-26 00:00:00.000,1997-08-01 00:00:00.000,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Blauer See Delikatessen,Hanna Moos,Sales Representative,Forsterstr. 57,Mannheim,,68306,Germany,0621-08460,0621-08924,Chartreuse verte,18,1,750 cc per bottle,69,0,5,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,90.0,1997-07,1997
10615,55,24.0,5,0.0,WILMK,2,1997-07-30,1997-08-27 00:00:00.000,1997-08-06 00:00:00.000,3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,Keskuskatu 45,Helsinki,,21240,Finland,90-224 8858,90-224 8858,Pâté chinois,25,6,24 boxes x 2 pies,115,0,20,0,Meat/Poultry,Prepared meats,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,120.0,1997-07,1997
10616,38,263.5,15,0.05,GREAL,1,1997-07-31,1997-08-28 00:00:00.000,1997-08-05 00:00:00.000,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,,Côte de Blaye,18,1,12 - 75 cl bottles,17,0,15,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,3754.875,1997-07,1997
10616,56,38.0,14,0.0,GREAL,1,1997-07-31,1997-08-28 00:00:00.000,1997-08-05 00:00:00.000,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,21,10,30,0,Grains/Cereals,Breads crackers pasta and cereal,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,532.0,1997-07,1997
10616,70,15.0,15,0.05,GREAL,1,1997-07-31,1997-08-28 00:00:00.000,1997-08-05 00:00:00.000,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,,Outback Lager,7,1,24 - 355 ml bottles,15,10,30,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,213.75,1997-07,1997
10616,71,21.5,15,0.05,GREAL,1,1997-07-31,1997-08-28 00:00:00.000,1997-08-05 00:00:00.000,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,,Flotemysost,15,4,10 - 500 g pkgs.,26,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,306.375,1997-07,1997
10617,59,55.0,30,0.15,GREAL,4,1997-07-31,1997-08-28 00:00:00.000,1997-08-04 00:00:00.000,2,18.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,,Raclette Courdavault,28,4,5 kg pkg.,79,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,1402.5,1997-07,1997
10618,6,25.0,70,0.0,MEREP,1,1997-08-01,1997-09-12 00:00:00.000,1997-08-08 00:00:00.000,1,154.68,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-8054,(514) 555-8055,Grandma's Boysenberry Spread,3,2,12 - 8 oz jars,120,0,25,0,Condiments,Sweet and savory sauces relishes spreads and seasonings,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,1750.0,1997-08,1997
10618,56,38.0,20,0.0,MEREP,1,1997-08-01,1997-09-12 00:00:00.000,1997-08-08 00:00:00.000,1,154.68,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-8054,(514) 555-8055,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,21,10,30,0,Grains/Cereals,Breads crackers pasta and cereal,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,760.0,1997-08,1997
10618,68,12.5,15,0.0,MEREP,1,1997-08-01,1997-09-12 00:00:00.000,1997-08-08 00:00:00.000,1,154.68,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-8054,(514) 555-8055,Scottish Longbreads,8,3,10 boxes x 8 pieces,6,10,15,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,187.5,1997-08,1997
10619,21,10.0,42,0.0,MEREP,3,1997-08-04,1997-09-01 00:00:00.000,1997-08-07 00:00:00.000,3,91.05,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-8054,(514) 555-8055,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,3,40,5,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,420.0,1997-08,1997
10619,22,21.0,40,0.0,MEREP,3,1997-08-04,1997-09-01 00:00:00.000,1997-08-07 00:00:00.000,3,91.05,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-8054,(514) 555-8055,Gustaf's Knäckebröd,9,5,24 - 500 g pkgs.,104,0,25,0,Grains/Cereals,Breads crackers pasta and cereal,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,840.0,1997-08,1997
10620,24,4.5,5,0.0,LAUGB,2,1997-08-05,1997-09-02 00:00:00.000,1997-08-14 00:00:00.000,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Marketing Assistant,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,(604) 555-3392,(604) 555-7293,Guaraná Fantástica,10,1,12 - 355 ml cans,20,0,0,1,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,22.5,1997-08,1997
10620,52,7.0,5,0.0,LAUGB,2,1997-08-05,1997-09-02 00:00:00.000,1997-08-14 00:00:00.000,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Marketing Assistant,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,(604) 555-3392,(604) 555-7293,Filo Mix,24,5,16 - 2 kg boxes,38,0,25,0,Grains/Cereals,Breads crackers pasta and cereal,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,35.0,1997-08,1997
10621,19,9.2,5,0.0,ISLAT,4,1997-08-05,1997-09-02 00:00:00.000,1997-08-11 00:00:00.000,2,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,Island Trading,Helen Bennett,Marketing Manager,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,(198) 555-8888,,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,25,0,5,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,46.0,1997-08,1997
10621,23,9.0,10,0.0,ISLAT,4,1997-08-05,1997-09-02 00:00:00.000,1997-08-11 00:00:00.000,2,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,Island Trading,Helen Bennett,Marketing Manager,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,(198) 555-8888,,Tunnbröd,9,5,12 - 250 g pkgs.,61,0,25,0,Grains/Cereals,Breads crackers pasta and cereal,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,90.0,1997-08,1997
10621,70,15.0,20,0.0,ISLAT,4,1997-08-05,1997-09-02 00:00:00.000,1997-08-11 00:00:00.000,2,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,Island Trading,Helen Bennett,Marketing Manager,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,(198) 555-8888,,Outback Lager,7,1,24 - 355 ml bottles,15,10,30,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,300.0,1997-08,1997
